,region,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
4600,east,m,master,6333.03,71737.0,79.0,0.0,personal auto,two-door car,338.8
4601,west region,m,college,4330.39,60475.0,107.0,0.0,personal auto,four-door car,513.6
4602,central,f,bachelor,6292.74,26577.0,79.0,0.0,personal auto,four-door car,73.72
4603,central,m,high school or below,4917.89,37823.32,71.0,0.0,personal auto,two-door car,511.2
4604,west region,m,high school or below,5165.81,43461.0,64.0,0.0,personal auto,two-door car,307.2
4605,north west,m,high school or below,6291.59,37823.32,94.0,0.0,personal auto,two-door car,676.8
4606,north west,f,master,4582.67,69085.0,113.0,0.0,corporate auto,sports car,472.27
4607,west region,m,high school or below,6062.44,37823.32,84.0,0.0,personal auto,four-door car,604.8
4608,east,m,high school or below,4979.08,37823.32,71.0,0.0,personal auto,two-door car,340.8
4609,west region,f,college,5830.56,37823.32,77.0,0.0,corporate auto,four-door car,783.43
4610,west region,m,high school or below,3742.58,37823.32,110.0,1.0,personal auto,sports car,1272.55
4611,north west,f,high school or below,3849.6,37823.32,106.0,0.0,personal auto,sports car,763.2
4612,central,f,high school or below,15265.81,58361.0,95.0,0.0,personal auto,four-door car,43.6
4613,central,m,college,5317.81,74092.0,67.0,0.0,personal auto,four-door car,321.6
4614,west region,f,college,2374.81,37823.32,64.0,0.0,corporate auto,four-door car,380.82
4615,east,m,college,5532.86,59768.0,71.0,1.0,personal auto,four-door car,340.8
4616,east,m,master,5719.79,54585.0,7575.0,1.0,personal auto,two-door car,340.8
4617,north west,f,high school or below,4512.2,37823.32,125.0,0.0,corporate auto,suv,900.0
4618,west region,f,bachelor,7264.8,12075.0,94.0,0.0,personal auto,four-door car,451.2
4619,west region,m,college,8658.86,62464.0,109.0,0.0,personal auto,sports car,400.18
4620,north west,m,college,5498.94,22520.0,73.0,0.0,personal auto,four-door car,350.4
4621,central,f,high school or below,5599.38,35012.0,72.0,0.0,personal auto,four-door car,345.6
4622,central,f,college,15228.2,95140.0,126.0,0.0,personal auto,sports car,45.05
4623,central,f,high school or below,3644.83,82477.0,90.0,0.0,corporate auto,two-door car,432.0
4624,west region,m,master,3693.44,85871.0,92.0,1.0,personal auto,four-door car,112.63
4625,east,f,high school or below,9388.16,75264.0,78.0,0.0,personal auto,four-door car,343.34
4626,east,m,high school or below,31162.69,83170.0,97.0,0.0,personal auto,four-door car,344.12
4627,west region,m,high school or below,9283.74,24314.0,235.0,0.0,personal auto,luxury suv,1128.0
4628,north west,m,master,2551.23,79751.0,63.0,0.0,corporate auto,two-door car,392.24
4629,central,m,high school or below,5811.92,83318.0,72.0,0.0,corporate auto,four-door car,345.6
4630,north west,f,master,4064.67,26161.0,109.0,0.0,personal auto,sports car,594.44
4631,west region,f,bachelor,2841.44,30473.0,72.0,0.0,corporate auto,four-door car,450.08
4632,central,m,college,6832.13,50472.0,87.0,0.0,corporate auto,four-door car,281.16
4633,central,m,master,5201.97,94186.0,64.0,0.0,personal auto,four-door car,135.34
4634,central,m,high school or below,5484.59,47611.0,69.0,0.0,corporate auto,four-door car,593.65
4635,west region,m,high school or below,7672.68,37823.32,103.0,0.0,personal auto,four-door car,518.72
4636,north west,m,high school or below,8272.49,91245.0,69.0,0.0,corporate auto,four-door car,19.25
4637,central,f,high school or below,3330.67,45944.0,83.0,0.0,personal auto,two-door car,182.95
4638,west region,f,college,5562.46,59649.0,69.0,1.0,personal auto,four-door car,167.74
4639,north west,f,bachelor,2452.74,52785.0,61.0,0.0,corporate auto,two-door car,45.72
4640,north west,f,high school or below,7920.28,59648.0,66.0,0.0,personal auto,four-door car,316.8
4641,north west,f,college,3861.49,93272.0,95.0,0.0,corporate auto,four-door car,281.11
4642,central,m,bachelor,5764.78,22134.0,72.0,0.0,corporate auto,four-door car,445.88
4643,east,f,high school or below,2593.9,37823.32,72.0,0.0,personal auto,four-door car,345.6
4644,central,m,master,2882.35,87798.0,71.0,0.0,personal auto,two-door car,204.45
4645,west region,m,bachelor,2213.19,37823.32,63.0,0.0,personal auto,four-door car,305.55
4646,west region,f,master,9429.63,43811.0,117.0,0.0,personal auto,sports car,571.14
4647,west region,f,college,6239.26,37823.32,91.0,0.0,corporate auto,two-door car,655.2
4648,central,f,bachelor,7668.81,92456.0,95.0,0.0,special auto,four-door car,456.0
4649,west region,f,high school or below,13770.98,59207.0,116.0,0.0,personal auto,four-door car,556.8
4650,west region,f,high school or below,2742.84,64519.0,69.0,1.0,corporate auto,four-door car,331.2
4651,north west,f,high school or below,13466.92,11432.0,119.0,0.0,personal auto,suv,571.2
4652,central,f,college,8858.35,37823.32,80.0,0.0,personal auto,two-door car,81.26
4653,west region,m,high school or below,8485.33,32607.0,111.0,1.0,corporate auto,suv,532.8
4654,central,f,high school or below,7744.64,26444.0,196.0,0.0,personal auto,luxury car,940.8
4655,north west,f,high school or below,5894.91,39381.0,74.0,1.0,personal auto,four-door car,355.2
4656,central,m,college,5770.68,37823.32,83.0,0.0,personal auto,four-door car,946.35
4657,north west,m,high school or below,5261.12,90217.0,66.0,1.0,personal auto,four-door car,316.8
4658,north west,m,high school or below,2403.54,24248.0,70.0,3.0,personal auto,four-door car,336.0
4659,central,m,bachelor,9124.6,99368.0,113.0,0.0,personal auto,four-door car,82.43
4660,central,f,high school or below,26180.81,68189.0,82.0,1.0,special auto,four-door car,343.12
4661,central,f,master,15641.26,32370.0,130.0,0.0,corporate auto,suv,487.74
4662,central,f,master,2574.02,34990.0,65.0,0.0,personal auto,four-door car,42.69
4663,west region,f,high school or below,5319.84,25714.0,67.0,0.0,personal auto,two-door car,321.6
4664,north west,m,college,7496.01,61091.0,95.0,0.0,personal auto,two-door car,409.87
4665,central,m,college,12174.59,88184.0,104.0,3.0,personal auto,four-door car,240.18
4666,west region,f,college,2605.57,60252.0,65.0,0.0,personal auto,four-door car,182.44
4667,north west,m,college,2707.21,80985.0,67.0,0.0,personal auto,four-door car,124.93
4668,east,f,college,2794.91,39783.0,72.0,0.0,personal auto,two-door car,345.6
4669,west region,m,high school or below,8819.02,99845.0,110.0,1.0,personal auto,suv,528.0
4670,east,f,bachelors,5345.99,37823.32,72.0,0.0,personal auto,four-door car,345.6
4671,north west,f,college,8169.51,40803.0,71.0,3.0,personal auto,four-door car,122.91
4672,north west,f,college,7708.88,71134.0,98.0,3.0,personal auto,two-door car,196.37
4673,central,m,bachelor,5528.21,36088.0,72.0,0.0,personal auto,four-door car,345.6
4674,central,m,college,12128.45,29431.0,103.0,0.0,personal auto,suv,237.9
4675,east,m,bachelors,5528.21,36088.0,72.0,0.0,personal auto,four-door car,345.6
4676,north west,m,college,6796.84,17937.0,65.0,0.0,personal auto,two-door car,312.0
4677,central,f,bachelor,2867.31,23376.0,78.0,0.0,personal auto,four-door car,374.4
4678,west region,f,doctor,2395.57,21986.0,63.0,0.0,personal auto,two-door car,333.7
4679,central,f,bachelor,7094.17,23032.0,89.0,0.0,corporate auto,four-door car,427.2
4680,north west,f,college,4128.09,32114.0,104.0,0.0,corporate auto,suv,445.29
4681,west region,m,bachelor,4046.94,13330.0,117.0,0.0,corporate auto,suv,561.6
4682,west region,f,college,4869.28,44934.0,61.0,0.0,personal auto,four-door car,357.93
4683,north west,f,college,2902.15,96137.0,73.0,2.0,corporate auto,two-door car,67.49
4684,north west,f,college,4282.95,40864.0,109.0,1.0,personal auto,suv,166.94
4685,west region,f,college,7750.12,22668.0,67.0,1.0,personal auto,four-door car,33.72
4686,north west,m,college,6627.17,90751.0,82.0,1.0,personal auto,two-door car,315.83
4687,north west,m,college,7474.61,44186.0,64.0,2.0,personal auto,four-door car,295.05
4688,north west,m,college,5561.29,92678.0,70.0,0.0,personal auto,four-door car,34.69
4689,central,f,bachelor,6098.46,74257.0,76.0,0.0,personal auto,four-door car,214.59
4690,west region,m,bachelor,2859.53,99981.0,71.0,0.0,special auto,four-door car,204.87
4691,central,m,college,5994.42,37823.32,91.0,0.0,personal auto,four-door car,655.2
4692,central,f,college,5635.25,19591.0,74.0,0.0,personal auto,two-door car,95.93
4693,west region,f,college,5067.21,29095.0,127.0,0.0,personal auto,suv,664.28
4694,north west,f,bachelor,2263.28,37823.32,62.0,0.0,corporate auto,four-door car,389.75
4695,central,m,master,14435.67,60880.0,119.0,0.0,corporate auto,two-door car,109.91
4696,central,f,bachelor,4928.4,61785.0,61.0,0.0,personal auto,two-door car,271.11
4697,north west,m,bachelor,12036.62,44428.0,104.0,0.0,special auto,suv,499.2
4698,west region,m,high school or below,8564.77,95697.0,107.0,0.0,personal auto,sports car,178.01
4699,west region,f,bachelor,2361.88,18064.0,63.0,2.0,personal auto,four-door car,182.96
4700,west region,m,high school or below,5565.69,74720.0,70.0,0.0,personal auto,two-door car,200.81
4701,west region,f,bachelor,5146.81,22594.0,67.0,0.0,personal auto,four-door car,321.6
4702,central,f,bachelor,2938.08,40987.0,73.0,0.0,personal auto,four-door car,329.01
4703,central,m,high school or below,14432.75,24561.0,126.0,0.0,personal auto,suv,853.47
4704,west region,f,college,13027.42,76456.0,83.0,1.0,personal auto,four-door car,42.69
4705,west region,m,college,2451.99,65828.0,62.0,0.0,personal auto,four-door car,297.6
4706,north west,f,college,4661.98,37823.32,68.0,1.0,personal auto,four-door car,489.6
4707,central,f,bachelor,5600.01,63621.0,70.0,0.0,personal auto,four-door car,444.62
4708,central,m,college,4016.13,10074.0,107.0,0.0,corporate auto,suv,109.0
4709,north west,f,college,22195.8,78965.0,183.0,0.0,personal auto,luxury car,145.59
4710,central,f,college,7343.35,37823.32,68.0,0.0,personal auto,four-door car,479.03
4711,central,m,bachelor,4804.51,23604.0,64.0,0.0,corporate auto,two-door car,460.8
4712,north west,f,college,2735.54,99205.0,68.0,0.0,personal auto,two-door car,323.25
4713,central,m,college,6940.97,37823.32,92.0,0.0,personal auto,two-door car,441.6
4714,west region,f,bachelor,2396.22,37823.32,66.0,2.0,corporate auto,four-door car,433.16
4715,central,f,college,5380.9,55350.0,67.0,0.0,personal auto,four-door car,321.6
4716,north west,m,college,8432.82,21052.0,111.0,0.0,corporate auto,suv,453.58
4717,north west,f,high school or below,7556.51,37823.32,69.0,0.0,personal auto,four-door car,496.8
4718,central,m,high school or below,7787.43,24664.0,69.0,0.0,corporate auto,four-door car,496.8
4719,central,m,college,4787.81,45225.0,124.0,0.0,corporate auto,sports car,209.18
4720,west region,m,college,9707.65,30430.0,86.0,0.0,special auto,four-door car,425.66
4721,west region,f,bachelor,2552.23,35149.0,64.0,0.0,personal auto,two-door car,120.48
4722,west region,m,bachelor,5223.43,16513.0,71.0,0.0,personal auto,four-door car,340.8
4723,central,m,high school or below,5010.45,10892.0,66.0,0.0,personal auto,four-door car,316.8
4724,east,m,high school or below,5608.32,67176.0,72.0,0.0,personal auto,four-door car,345.6
4725,north west,m,college,4457.94,54704.0,113.0,0.0,personal auto,suv,468.18
4726,north west,m,doctor,8200.79,25381.0,71.0,0.0,personal auto,four-door car,340.8
4727,north west,f,high school or below,2746.08,37823.32,74.0,0.0,personal auto,four-door car,355.2
4728,north west,f,bachelor,10215.78,18150.0,67.0,0.0,corporate auto,four-door car,220.3
4729,west region,m,bachelor,2453.57,29735.0,69.0,0.0,personal auto,four-door car,331.2
4730,central,f,college,5872.96,77156.0,73.0,0.0,personal auto,four-door car,445.82
4731,north west,f,college,3118.93,88782.0,78.0,0.0,personal auto,four-door car,357.76
4732,west region,f,college,5568.66,51489.0,139.0,0.0,personal auto,suv,236.74
4733,west region,f,bachelor,9029.71,16972.0,125.0,0.0,personal auto,suv,600.0
4734,west region,m,bachelor,7591.83,99359.0,95.0,0.0,personal auto,two-door car,233.27
4735,central,m,college,2255.31,58289.0,62.0,4.0,personal auto,two-door car,297.6
4736,north west,f,doctor,32613.69,45173.0,268.0,0.0,personal auto,luxury car,1286.4
4737,west region,f,bachelor,9445.65,93246.0,78.0,0.0,personal auto,two-door car,41.63
4738,central,m,high school or below,6803.6,43758.0,171.0,0.0,corporate auto,suv,1129.93
4739,north west,m,bachelor,9766.22,75651.0,81.0,0.0,personal auto,four-door car,375.11
4740,central,f,doctor,7294.85,37823.32,67.0,0.0,personal auto,four-door car,321.6
4741,north west,f,doctor,5682.52,36938.0,70.0,0.0,special auto,four-door car,244.8
4742,west region,m,bachelor,6332.94,50843.0,82.0,0.0,personal auto,two-door car,393.6
4743,west region,f,bachelor,4916.58,21907.0,62.0,0.0,personal auto,four-door car,2.96
4744,west region,f,bachelor,4798.24,77846.0,119.0,0.0,personal auto,sports car,342.47
4745,east,m,bachelor,5643.8,41043.0,72.0,0.0,personal auto,four-door car,345.6
4746,central,f,high school or below,9247.46,97030.0,76.0,0.0,corporate auto,four-door car,416.64
4747,north west,m,high school or below,7322.93,80864.0,182.0,0.0,personal auto,luxury suv,618.21
4748,central,f,college,8275.9,48197.0,106.0,0.0,personal auto,four-door car,508.8
4749,west region,m,doctor,5635.4,70837.0,73.0,4.0,personal auto,four-door car,362.74
4750,central,m,high school or below,14970.29,85297.0,93.0,0.0,special auto,two-door car,620.01
4751,north west,f,master,9336.34,70177.0,115.0,0.0,personal auto,four-door car,225.52
4752,central,m,college,48356.96,52499.0,138.0,0.0,personal auto,suv,1171.54
4753,north west,m,college,5686.92,63143.0,71.0,0.0,corporate auto,four-door car,340.8
4754,north west,m,bachelor,8622.84,97361.0,73.0,0.0,personal auto,four-door car,350.4
4755,central,m,high school or below,5079.67,50052.0,130.0,0.0,personal auto,sports car,624.0
4756,central,f,bachelor,5623.31,11612.0,71.0,0.0,personal auto,four-door car,340.8
4757,central,f,high school or below,5270.01,78115.0,65.0,0.0,personal auto,four-door car,255.45
4758,west region,f,master,8621.17,81947.0,71.0,0.0,personal auto,two-door car,203.99
4759,north west,m,college,7918.33,44698.0,211.0,4.0,personal auto,luxury car,1012.8
4760,west region,f,high school or below,21034.02,26876.0,66.0,0.0,personal auto,four-door car,219.21
4761,north west,f,college,15417.68,69841.0,192.0,0.0,personal auto,luxury suv,878.81
4762,north west,f,high school or below,8692.64,97768.0,72.0,0.0,personal auto,two-door car,151.84
4763,north west,m,high school or below,6503.14,37823.32,187.0,0.0,personal auto,luxury car,1588.68
4764,east,f,high school or below,2396.19,39062.0,61.0,0.0,corporate auto,two-door car,346.99
4765,north west,f,bachelor,5914.95,50217.0,74.0,0.0,personal auto,two-door car,355.2
4766,east,f,bachelors,2248.45,24910.0,63.0,1.0,personal auto,four-door car,347.86
4767,central,m,college,6826.8,37823.32,68.0,0.0,personal auto,two-door car,489.6
4768,north west,f,doctor,3982.18,38500.0,99.0,1.0,corporate auto,four-door car,423.29
4769,central,f,high school or below,2887.78,62018.0,71.0,0.0,personal auto,two-door car,293.87
4770,north west,f,college,2252.42,37823.32,65.0,0.0,personal auto,two-door car,468.0
4771,west region,m,master,8458.53,57394.0,106.0,0.0,personal auto,four-door car,316.49
4772,west region,m,bachelor,7478.31,23530.0,65.0,0.0,corporate auto,two-door car,312.0
4773,west region,f,high school or below,3788.65,48887.0,95.0,0.0,personal auto,four-door car,456.0
4774,north west,f,master,5220.69,68867.0,129.0,0.0,personal auto,suv,619.2
4775,west region,f,college,7130.29,12062.0,63.0,0.0,corporate auto,four-door car,302.4
4776,central,m,college,8513.59,59230.0,107.0,0.0,personal auto,suv,245.08
4777,central,f,bachelor,5660.13,59586.0,72.0,0.0,personal auto,four-door car,91.2
4778,east,f,bachelors,2638.14,79699.0,65.0,0.0,personal auto,two-door car,348.83
4779,central,f,bachelor,5318.9,25134.0,67.0,0.0,personal auto,four-door car,321.6
4780,north west,f,college,4160.16,37823.32,61.0,0.0,personal auto,four-door car,292.8
4781,north west,f,college,2237.35,37823.32,61.0,0.0,personal auto,four-door car,292.8
4782,west region,m,college,3460.12,37823.32,100.0,1.0,personal auto,suv,720.0
4783,west region,m,bachelor,16005.51,44901.0,70.0,2.0,personal auto,four-door car,460.81
4784,central,f,bachelor,6986.6,37823.32,93.0,0.0,personal auto,four-door car,149.27
4785,north west,f,bachelor,8826.96,28463.0,113.0,2.0,personal auto,suv,324.32
4786,central,f,bachelor,4726.87,13037.0,124.0,0.0,personal auto,suv,839.35
4787,west region,m,high school or below,27443.47,82320.0,99.0,1.0,personal auto,four-door car,475.2
4788,west region,f,bachelor,7247.31,37823.32,104.0,0.0,personal auto,suv,499.2
4789,north west,f,college,5137.85,78460.0,64.0,0.0,personal auto,four-door car,203.57
4790,central,m,college,2739.06,37823.32,92.0,4.0,personal auto,two-door car,657.29
4791,west region,m,college,5092.79,46922.0,64.0,0.0,corporate auto,two-door car,403.39
4792,west region,m,college,5799.83,60689.0,74.0,0.0,corporate auto,four-door car,5.75
4793,central,f,master,5507.06,37823.32,71.0,0.0,personal auto,four-door car,340.8
4794,north west,f,college,10484.92,61108.0,89.0,0.0,personal auto,four-door car,49.45
4795,central,m,bachelor,8501.28,98003.0,107.0,0.0,personal auto,suv,449.41
